price,city,locality_tier,area_sqft,bhk,bathrooms,floor,total_floors,parking,lift,east_facing,furnishing,property_age
8301334,Bangalore,Budget,1191,2,1,5,13,1,0,0,Semi-Furnished,5
17048668,Mumbai,Budget,1318,3,2,1,2,1,0,0,Semi-Furnished,12
28362730,Mumbai,Budget,2366,5,5,8,11,1,1,0,Unfurnished,8
6363885,Ahmedabad,Budget,1936,4,3,1,5,1,1,0,Unfurnished,7
33287344,Mumbai,Mid,1550,3,3,1,2,0,1,1,Fully Furnished,5
8469223,Hyderabad,Mid,973,2,2,16,17,1,1,0,Semi-Furnished,3
27574354,Bangalore,Premium,1941,4,3,0,7,1,0,0,Unfurnished,13
22694732,Bangalore,Premium,1670,3,3,3,9,0,0,1,Unfurnished,11
12236882,Ahmedabad,Mid,2181,4,4,6,12,1,1,0,Semi-Furnished,11
25019346,Mumbai,Premium,950,2,2,3,10,1,0,0,Unfurnished,11
2404636,Chennai,Mid,294,1,1,4,12,1,1,1,Unfurnished,8
13098905,Noida,Premium,1241,3,2,5,13,1,1,1,Fully Furnished,7
12797055,Hyderabad,Premium,1028,2,2,4,8,1,1,0,Fully Furnished,8
7107082,Noida,Budget,1578,3,2,4,5,1,1,0,Semi-Furnished,6
67099292,Mumbai,Premium,2507,5,5,3,4,1,1,0,Unfurnished,10
10392428,Bangalore,Budget,1491,3,2,8,20,1,0,0,Semi-Furnished,7
34034774,Delhi,Premium,1903,4,4,20,24,1,1,0,Unfurnished,6
8044259,Pune,Budget,1578,3,2,0,5,1,1,0,Semi-Furnished,5
5653046,Jaipur,Budget,1701,3,3,1,2,1,0,0,Semi-Furnished,9
23458472,Delhi,Mid,1733,4,3,2,3,1,0,0,Semi-Furnished,8
10655874,Chennai,Mid,1490,3,2,3,10,1,1,1,Unfurnished,5
26112225,Delhi,Premium,1383,3,2,0,3,1,0,0,Semi-Furnished,7
7287178,Hyderabad,Budget,1321,3,3,4,13,1,1,1,Semi-Furnished,11
10467928,Bangalore,Budget,1364,3,3,7,22,1,1,0,Fully Furnished,9
3633047,Jaipur,Budget,1045,2,1,16,24,1,0,1,Semi-Furnished,7
15618445,Hyderabad,Mid,2048,4,4,2,2,0,0,1,Unfurnished,8
31257503,Bangalore,Mid,2675,5,4,19,24,1,1,1,Fully Furnished,10
18886716,Mumbai,Budget,1501,3,2,12,12,1,0,0,Unfurnished,8
25500469,Mumbai,Mid,1289,3,3,2,2,1,0,0,Semi-Furnished,5
19231598,Delhi,Mid,1471,3,3,4,6,0,1,1,Semi-Furnished,12
23133092,Delhi,Premium,1333,3,3,3,11,0,1,0,Unfurnished,6
5147700,Kolkata,Budget,1355,3,3,17,24,0,1,1,Unfurnished,8
24641731,Hyderabad,Premium,2069,4,4,2,3,0,0,1,Semi-Furnished,8
8017066,Hyderabad,Mid,1023,2,2,3,3,0,0,1,Unfurnished,7
11497343,Mumbai,Mid,570,1,1,3,7,1,1,1,Semi-Furnished,7
7101245,Ahmedabad,Budget,1957,4,3,7,24,1,1,0,Semi-Furnished,8
11839957,Pune,Mid,1594,3,2,13,24,1,0,0,Unfurnished,5
41978815,Mumbai,Mid,1950,4,4,0,4,0,1,1,Fully Furnished,10
14524987,Pune,Premium,1134,2,1,1,5,1,1,0,Fully Furnished,6
3404088,Hyderabad,Budget,541,1,1,19,20,1,1,1,Unfurnished,5
24228567,Mumbai,Budget,1975,4,4,10,12,0,0,1,Unfurnished,9
7799773,Bangalore,Budget,1025,2,2,21,24,1,0,1,Semi-Furnished,10
19384240,Bangalore,Mid,1997,4,3,2,19,1,1,1,Unfurnished,9
31174318,Mumbai,Budget,2191,4,3,3,3,1,0,0,Fully Furnished,5
10362009,Noida,Mid,1529,3,3,6,13,1,1,1,Semi-Furnished,6
6029058,Kolkata,Mid,999,2,1,2,2,1,1,0,Semi-Furnished,7
11266663,Chennai,Mid,1471,3,3,7,15,0,1,0,Semi-Furnished,6
20172770,Bangalore,Mid,2101,4,4,5,9,1,1,1,Unfurnished,7
7491257,Bangalore,Budget,1084,2,1,7,24,1,1,0,Semi-Furnished,8
7599633,Chennai,Mid,967,2,2,22,24,1,1,1,Semi-Furnished,7
7132432,Hyderabad,Mid,861,2,2,0,2,1,0,0,Semi-Furnished,6
8535283,Mumbai,Mid,391,1,1,0,3,1,1,0,Semi-Furnished,5
25813796,Hyderabad,Premium,1977,4,4,2,7,1,1,0,Fully Furnished,12
12245897,Kolkata,Mid,2161,4,3,3,18,1,1,1,Unfurnished,9
24206497,Bangalore,Mid,2469,5,4,14,15,1,0,1,Unfurnished,10
38181048,Mumbai,Premium,1428,3,3,23,24,1,1,1,Unfurnished,5
11086232,Pune,Mid,1288,3,3,4,9,0,0,0,Fully Furnished,8
14770623,Delhi,Mid,1181,2,2,4,4,0,0,0,Unfurnished,5
12884125,Delhi,Budget,1568,3,2,2,2,1,0,0,Unfurnished,10
27955969,Mumbai,Mid,1595,3,2,0,3,0,0,0,Unfurnished,4
20001887,Delhi,Budget,2115,4,3,2,10,1,0,1,Fully Furnished,6
11279838,Pune,Budget,1980,4,3,9,22,1,0,0,Fully Furnished,8
10816835,Hyderabad,Budget,2010,4,3,2,5,1,1,0,Semi-Furnished,4
28846809,Delhi,Mid,2178,4,4,7,18,1,1,0,Semi-Furnished,10
10469512,Ahmedabad,Mid,2021,4,3,3,5,1,0,1,Unfurnished,6
2517885,Ahmedabad,Budget,570,1,1,4,4,0,1,1,Fully Furnished,11
10786135,Ahmedabad,Mid,2104,4,4,4,7,1,1,0,Unfurnished,7
19284866,Delhi,Mid,1577,3,2,0,6,0,1,1,Unfurnished,10
10993162,Bangalore,Mid,984,2,2,20,21,0,1,0,Semi-Furnished,16
3635826,Jaipur,Premium,495,1,1,4,6,1,1,1,Unfurnished,8
9182772,Pune,Budget,1593,3,2,1,4,1,1,0,Fully Furnished,14
20849435,Mumbai,Mid,1093,2,1,9,16,1,0,1,Unfurnished,9
36500230,Mumbai,Mid,1640,3,2,24,24,1,1,0,Fully Furnished,7
16225290,Bangalore,Mid,1566,3,2,1,10,1,0,0,Semi-Furnished,11
10737742,Ahmedabad,Mid,2071,4,4,2,4,1,1,1,Unfurnished,14
25210861,Hyderabad,Premium,1946,4,4,3,4,1,1,1,Fully Furnished,5
11964841,Hyderabad,Mid,1430,3,2,2,2,1,0,0,Semi-Furnished,8
15228065,Mumbai,Budget,1093,2,2,0,2,1,0,1,Semi-Furnished,6
6932107,Chennai,Mid,931,2,2,0,21,1,1,1,Unfurnished,5
4371462,Kolkata,Budget,997,2,2,0,2,1,1,0,Fully Furnished,7
13971055,Bangalore,Mid,1165,2,1,2,7,1,1,0,Fully Furnished,8
22169671,Pune,Mid,2646,5,5,2,11,0,1,0,Fully Furnished,9
14823941,Noida,Premium,1536,3,3,0,16,1,1,0,Semi-Furnished,6
12298762,Delhi,Mid,964,2,2,3,3,1,0,0,Unfurnished,4
5750853,Hyderabad,Budget,985,2,1,5,6,1,1,1,Semi-Furnished,5
13422414,Delhi,Budget,1604,3,3,2,4,1,1,1,Unfurnished,7
9147667,Kolkata,Mid,1495,3,3,3,4,1,1,0,Semi-Furnished,11
3936529,Hyderabad,Mid,433,1,1,4,4,1,1,0,Unfurnished,8
12519289,Chennai,Budget,2645,5,5,4,8,1,1,0,Unfurnished,5
7154383,Kolkata,Mid,1021,2,2,1,2,1,1,1,Fully Furnished,5
7909769,Bangalore,Premium,430,1,1,6,6,1,1,1,Fully Furnished,5
2685551,Noida,Budget,557,1,1,1,3,1,0,1,Semi-Furnished,9
14435648,Hyderabad,Mid,1616,3,2,6,24,0,1,0,Fully Furnished,14
11412799,Mumbai,Budget,879,2,1,2,8,1,1,1,Unfurnished,7
3990369,Pune,Mid,475,1,1,15,17,0,0,0,Semi-Furnished,9
4450123,Kolkata,Budget,970,2,1,2,3,1,1,1,Semi-Furnished,10
21899096,Delhi,Mid,1554,3,2,5,14,1,0,0,Fully Furnished,6
6364021,Kolkata,Mid,1075,2,1,6,6,1,1,0,Unfurnished,7
4877226,Ahmedabad,Mid,933,2,2,0,3,1,0,1,Unfurnished,10
10604579,Delhi,Mid,820,2,1,7,13,1,1,0,Unfurnished,5
7911257,Jaipur,Premium,1123,2,1,7,13,0,1,0,Semi-Furnished,2
25850160,Mumbai,Mid,1365,3,2,18,24,1,1,1,Unfurnished,9
9269424,Delhi,Premium,532,1,1,0,13,0,1,0,Unfurnished,8
4672093,Delhi,Budget,484,1,1,3,3,1,1,0,Unfurnished,10
8311964,Ahmedabad,Mid,1519,3,3,0,5,0,1,1,Semi-Furnished,8
14969430,Chennai,Premium,1198,2,2,1,6,1,1,1,Fully Furnished,7
24279722,Mumbai,Premium,864,1,1,1,3,1,0,0,Unfurnished,9
11841053,Bangalore,Premium,803,2,1,7,14,1,1,0,Unfurnished,4
15545657,Chennai,Mid,2118,4,4,1,7,1,1,1,Unfurnished,14
39188020,Mumbai,Premium,1481,3,2,14,24,1,1,0,Unfurnished,5
7889744,Ahmedabad,Budget,2125,4,4,5,8,1,0,1,Semi-Furnished,8
18572585,Kolkata,Premium,2114,4,3,6,7,0,0,0,Semi-Furnished,1
20395731,Hyderabad,Mid,2669,5,4,1,2,1,0,0,Unfurnished,10
7096589,Noida,Budget,1534,3,3,0,3,0,1,1,Fully Furnished,11
9109455,Bangalore,Budget,1393,3,3,1,16,0,0,1,Semi-Furnished,7
8998778,Jaipur,Premium,1111,2,2,24,24,1,1,0,Fully Furnished,14
4741012,Chennai,Budget,1014,2,2,1,6,1,0,0,Unfurnished,10
11299365,Chennai,Mid,1471,3,3,6,14,1,1,0,Semi-Furnished,11
34152460,Mumbai,Budget,2442,5,5,0,9,1,1,1,Fully Furnished,5
8371494,Ahmedabad,Mid,1620,3,3,14,24,1,1,1,Unfurnished,9
19385077,Bangalore,Mid,1692,3,2,2,4,0,1,0,Fully Furnished,8
18972330,Mumbai,Budget,1356,3,3,0,8,0,1,1,Fully Furnished,8
21565139,Mumbai,Mid,1074,2,1,2,6,1,1,0,Semi-Furnished,6
8867894,Hyderabad,Mid,955,2,1,5,8,1,1,0,Fully Furnished,5
11428439,Hyderabad,Mid,1323,3,3,4,4,1,1,0,Semi-Furnished,9
12144436,Pune,Premium,1017,2,1,1,7,1,1,0,Semi-Furnished,6
10126554,Ahmedabad,Premium,1400,3,3,7,9,0,1,1,Unfurnished,6
57065268,Mumbai,Premium,1810,4,3,1,2,1,0,1,Fully Furnished,1
13604078,Pune,Mid,1906,4,4,11,12,0,1,1,Unfurnished,7
11459253,Delhi,Mid,876,2,2,3,11,1,1,1,Unfurnished,6
11786775,Kolkata,Mid,1922,4,4,6,18,1,1,0,Semi-Furnished,10
7156980,Kolkata,Premium,840,2,2,1,6,1,0,0,Semi-Furnished,7
7369428,Hyderabad,Mid,952,2,2,0,2,1,0,0,Semi-Furnished,8
7537660,Pune,Budget,1414,3,2,4,6,0,1,1,Semi-Furnished,6
13186522,Delhi,Mid,1045,2,2,1,3,1,0,1,Unfurnished,3
6023547,Bangalore,Mid,571,1,1,1,10,1,1,0,Unfurnished,2
3893078,Kolkata,Budget,1031,2,1,2,2,0,0,0,Unfurnished,8
9512605,Bangalore,Budget,1471,3,3,1,5,1,1,0,Unfurnished,5
10431476,Bangalore,Mid,968,2,1,2,2,0,0,1,Semi-Furnished,7
8384279,Hyderabad,Budget,1399,3,3,0,2,0,1,1,Fully Furnished,8
7858236,Kolkata,Mid,1402,3,2,15,24,1,1,0,Unfurnished,7
13796199,Delhi,Budget,1584,3,3,0,24,1,1,0,Semi-Furnished,18
35478106,Mumbai,Mid,1788,4,4,8,8,0,1,1,Semi-Furnished,9
8699772,Pune,Mid,990,2,1,4,4,1,0,0,Fully Furnished,9
8211456,Kolkata,Premium,961,2,1,15,20,1,1,0,Unfurnished,8
14464715,Mumbai,Budget,1071,2,1,11,22,1,1,0,Semi-Furnished,6
11812394,Delhi,Mid,828,2,1,16,17,1,1,1,Semi-Furnished,9
30414321,Mumbai,Mid,1501,3,2,8,8,1,1,0,Semi-Furnished,9
5736179,Bangalore,Mid,541,1,1,1,2,1,1,0,Unfurnished,6
5712694,Bangalore,Budget,771,2,2,1,2,1,0,0,Semi-Furnished,6
6808215,Pune,Budget,1371,3,2,6,19,1,1,0,Unfurnished,5
10617609,Chennai,Mid,1488,3,2,12,18,0,0,0,Unfurnished,12
11238163,Chennai,Mid,1561,3,2,0,6,1,1,1,Unfurnished,9
21095800,Bangalore,Mid,2021,4,4,1,5,1,0,0,Semi-Furnished,8
9949314,Kolkata,Mid,1567,3,3,10,10,1,1,0,Semi-Furnished,8
10102577,Bangalore,Budget,1370,3,2,13,14,1,1,1,Semi-Furnished,4
5586931,Jaipur,Premium,809,2,2,0,12,1,1,1,Unfurnished,11
20736569,Chennai,Mid,2510,5,4,4,9,1,0,0,Fully Furnished,6
26716806,Mumbai,Mid,1352,3,3,1,4,0,1,0,Semi-Furnished,7
7013473,Chennai,Mid,896,2,1,2,4,0,1,0,Semi-Furnished,6
13670821,Delhi,Mid,1111,2,1,9,12,1,1,1,Unfurnished,6
13123546,Chennai,Mid,1522,3,3,11,14,1,0,1,Fully Furnished,5
54303358,Mumbai,Premium,1931,4,4,0,2,0,0,1,Semi-Furnished,6
18195437,Mumbai,Mid,916,2,1,0,3,1,1,1,Unfurnished,7
3992167,Kolkata,Mid,574,1,1,5,10,1,1,0,Fully Furnished,6
41769920,Delhi,Premium,2025,4,4,0,5,1,0,0,Fully Furnished,11
14942170,Kolkata,Premium,1854,4,3,5,8,1,1,0,Unfurnished,8
7919053,Delhi,Budget,766,2,1,9,9,1,1,1,Semi-Furnished,8
9558164,Chennai,Mid,1225,2,1,10,13,1,1,1,Semi-Furnished,7
11701958,Pune,Mid,1353,3,2,0,14,1,1,1,Fully Furnished,7
6650124,Hyderabad,Budget,1063,2,1,4,4,1,0,0,Fully Furnished,6
26876984,Delhi,Mid,2181,4,3,1,8,1,1,1,Unfurnished,5
13475576,Delhi,Mid,1017,2,2,3,3,1,0,1,Semi-Furnished,9
10056035,Mumbai,Mid,427,1,1,10,16,1,1,1,Semi-Furnished,9
11148992,Delhi,Mid,828,2,1,13,16,1,1,1,Unfurnished,4
6534957,Chennai,Mid,827,2,1,4,4,1,1,0,Semi-Furnished,7
6819244,Noida,Mid,1045,2,2,2,3,1,0,1,Unfurnished,8
2580694,Ahmedabad,Budget,674,1,1,2,2,0,1,1,Unfurnished,5
7780063,Pune,Budget,1452,3,3,5,8,1,1,1,Semi-Furnished,10
12343445,Pune,Premium,933,2,2,1,2,1,0,0,Fully Furnished,10
25218587,Chennai,Premium,2083,4,3,2,10,1,1,0,Fully Furnished,7
12913773,Delhi,Mid,917,2,1,8,10,1,1,1,Semi-Furnished,7
7669968,Ahmedabad,Mid,1532,3,2,8,9,0,0,0,Unfurnished,7
10380491,Chennai,Premium,1005,2,2,17,18,0,1,0,Unfurnished,8
5367479,Hyderabad,Budget,950,2,2,5,5,0,1,0,Semi-Furnished,10
30942711,Mumbai,Mid,1498,3,2,12,20,1,1,1,Semi-Furnished,13
11477736,Bangalore,Budget,1711,3,2,0,2,0,1,1,Semi-Furnished,3
11511933,Bangalore,Budget,1572,3,2,2,2,0,0,0,Fully Furnished,13
5599439,Ahmedabad,Budget,1631,3,3,0,6,0,0,0,Semi-Furnished,9
10769632,Hyderabad,Mid,1389,3,2,8,9,1,1,0,Unfurnished,8
13101835,Bangalore,Mid,1131,2,2,1,2,1,0,0,Fully Furnished,6
9675891,Jaipur,Mid,2076,4,3,8,8,1,1,1,Unfurnished,4
40216750,Mumbai,Premium,1320,3,2,1,4,0,0,0,Fully Furnished,10
26370751,Bangalore,Mid,2564,5,5,0,19,1,1,1,Semi-Furnished,4
42678136,Mumbai,Mid,1938,4,4,7,7,1,1,0,Fully Furnished,9
3702178,Pune,Premium,314,1,1,5,8,1,1,0,Unfurnished,8
7681451,Noida,Mid,1015,2,2,24,24,0,1,0,Fully Furnished,9
12103114,Delhi,Budget,1564,3,3,8,13,0,1,0,Unfurnished,9
14340708,Kolkata,Premium,1518,3,3,6,6,0,1,0,Fully Furnished,2
28886249,Delhi,Premium,1486,3,2,6,7,1,1,1,Semi-Furnished,13
10646980,Noida,Mid,1460,3,3,3,10,1,1,0,Fully Furnished,3
6546045,Pune,Budget,1295,2,1,2,3,1,1,0,Unfurnished,7
5359830,Kolkata,Mid,858,2,1,0,2,1,0,1,Semi-Furnished,10
19983804,Mumbai,Premium,604,1,1,2,4,1,1,0,Fully Furnished,6
10051952,Noida,Mid,1501,3,3,5,13,1,1,1,Semi-Furnished,11
8091586,Pune,Budget,1397,3,3,0,4,1,1,0,Fully Furnished,14
9023804,Delhi,Budget,994,2,1,3,3,0,0,1,Semi-Furnished,4
7565093,Kolkata,Mid,1332,3,2,3,3,1,0,0,Unfurnished,9
6733693,Delhi,Mid,428,1,1,7,10,1,1,1,Fully Furnished,5
2781133,Ahmedabad,Mid,494,1,1,5,9,0,1,0,Unfurnished,16
38199951,Mumbai,Premium,1313,3,2,5,11,1,1,0,Semi-Furnished,5
8770521,Pune,Mid,1060,2,2,2,5,1,1,1,Semi-Furnished,10
7043510,Hyderabad,Budget,1384,3,2,11,20,1,1,0,Unfurnished,8
24877861,Mumbai,Budget,1825,4,4,6,6,1,1,0,Semi-Furnished,4
24861035,Delhi,Mid,1870,4,4,1,7,1,1,0,Semi-Furnished,9
34227464,Mumbai,Premium,1261,2,1,12,24,1,1,0,Unfurnished,10
12484905,Bangalore,Mid,1262,3,3,4,24,1,1,1,Unfurnished,13
13635346,Delhi,Budget,1552,3,2,5,10,1,1,0,Semi-Furnished,12
7325529,Hyderabad,Budget,1409,3,2,16,24,1,1,0,Unfurnished,7
30901001,Delhi,Premium,1457,3,2,4,8,1,1,0,Fully Furnished,13
16302437,Delhi,Mid,1072,2,1,2,4,1,1,0,Fully Furnished,2
7662440,Pune,Mid,1066,2,1,2,4,0,1,1,Unfurnished,12
28694963,Mumbai,Mid,1418,3,3,5,8,1,1,0,Semi-Furnished,10
4709555,Ahmedabad,Budget,1337,3,2,0,9,0,1,0,Semi-Furnished,9
6149736,Kolkata,Mid,1074,2,2,4,6,1,1,1,Unfurnished,7
5706572,Chennai,Budget,1066,2,1,4,18,1,1,1,Semi-Furnished,7
11680411,Hyderabad,Mid,1465,3,2,2,6,0,1,0,Semi-Furnished,7
3853560,Ahmedabad,Budget,1053,2,2,2,4,1,0,0,Semi-Furnished,3
12431480,Delhi,Mid,946,2,1,0,2,1,0,0,Semi-Furnished,6
11142691,Mumbai,Budget,900,2,1,12,24,1,0,0,Unfurnished,15
12235527,Delhi,Mid,1000,2,2,0,15,1,1,0,Unfurnished,11
10137682,Kolkata,Mid,1562,3,3,1,9,1,1,0,Fully Furnished,4
20961048,Mumbai,Mid,1037,2,1,3,15,1,1,0,Semi-Furnished,4
4921163,Hyderabad,Mid,561,1,1,9,15,0,1,1,Semi-Furnished,4
2161768,Jaipur,Mid,408,1,1,9,23,1,0,0,Semi-Furnished,6
7140554,Kolkata,Mid,1189,2,1,2,5,1,1,0,Semi-Furnished,9
7336955,Hyderabad,Budget,1458,3,2,1,8,0,1,0,Unfurnished,9
13949008,Mumbai,Premium,485,1,1,0,2,1,1,1,Semi-Furnished,10
5185762,Kolkata,Budget,1341,3,2,3,24,1,1,1,Unfurnished,8
5570035,Hyderabad,Budget,976,2,1,4,24,1,1,0,Semi-Furnished,5
30155202,Mumbai,Premium,1063,2,1,1,14,0,1,1,Semi-Furnished,5
22220068,Mumbai,Mid,1091,2,2,3,6,1,1,1,Semi-Furnished,5
4051266,Ahmedabad,Mid,687,1,1,1,7,0,1,1,Fully Furnished,10
16378824,Chennai,Premium,1562,3,2,5,6,1,0,1,Unfurnished,5
8897908,Kolkata,Mid,1533,3,3,3,4,1,1,1,Unfurnished,5
7705399,Ahmedabad,Budget,1946,4,4,2,7,1,1,1,Fully Furnished,11
5431355,Hyderabad,Premium,420,1,1,0,2,1,0,0,Semi-Furnished,6
9681298,Hyderabad,Mid,1116,2,2,15,24,1,1,1,Semi-Furnished,12
12160944,Bangalore,Mid,1114,2,2,3,6,1,1,1,Semi-Furnished,8
12249280,Delhi,Budget,1370,3,3,6,22,1,1,1,Semi-Furnished,9
15630820,Bangalore,Premium,1086,2,2,12,12,1,1,0,Unfurnished,9
8867369,Pune,Mid,1078,2,2,4,4,1,1,1,Semi-Furnished,8
6967932,Hyderabad,Mid,866,2,1,3,3,1,0,1,Unfurnished,11
3427728,Ahmedabad,Mid,564,1,1,23,24,1,1,0,Semi-Furnished,3
12225133,Bangalore,Budget,1874,4,4,6,13,1,1,1,Unfurnished,11
6864214,Hyderabad,Budget,1208,3,3,4,4,0,1,1,Semi-Furnished,5
17843340,Chennai,Premium,1480,3,3,0,2,1,0,1,Fully Furnished,4
12051444,Hyderabad,Mid,1530,3,2,10,11,1,1,1,Unfurnished,8
11295388,Pune,Mid,1486,3,3,0,4,1,1,0,Unfurnished,5
12008711,Delhi,Mid,844,1,1,3,3,0,0,0,Semi-Furnished,8
12959302,Hyderabad,Mid,1545,3,3,2,12,1,1,0,Semi-Furnished,4
21571473,Mumbai,Mid,1017,2,2,0,10,1,1,0,Fully Furnished,10
10179317,Bangalore,Mid,1051,2,1,0,7,1,1,0,Unfurnished,9
10106661,Bangalore,Budget,1447,3,2,12,24,1,1,0,Semi-Furnished,8
19535426,Chennai,Premium,1611,3,2,5,10,1,1,0,Fully Furnished,7
6862160,Noida,Budget,1543,3,3,14,19,1,1,1,Semi-Furnished,6
12120606,Hyderabad,Mid,1537,3,3,2,3,1,0,1,Unfurnished,11
6907003,Pune,Mid,925,2,1,4,4,0,0,0,Unfurnished,6
4747568,Hyderabad,Budget,812,2,2,2,2,1,0,0,Semi-Furnished,10
3559515,Chennai,Mid,439,1,1,2,4,1,1,0,Semi-Furnished,13
28095452,Mumbai,Mid,1533,3,2,11,24,1,1,1,Unfurnished,13
32328709,Delhi,Mid,2446,5,5,10,24,1,1,0,Semi-Furnished,9
10596478,Bangalore,Mid,1035,2,2,3,13,0,1,1,Semi-Furnished,10
3633780,Bangalore,Budget,472,1,1,4,7,1,1,1,Semi-Furnished,14
19008033,Mumbai,Budget,1551,3,3,1,13,1,0,1,Unfurnished,8
60218500,Mumbai,Premium,1882,4,4,5,8,1,1,1,Fully Furnished,10
26476643,Delhi,Premium,1523,3,3,1,2,1,0,1,Unfurnished,8
2203154,Jaipur,Mid,423,1,1,0,7,1,1,0,Semi-Furnished,5
43793874,Delhi,Premium,2315,5,4,6,9,1,1,0,Semi-Furnished,7
19609048,Bangalore,Mid,1980,4,3,3,4,1,1,0,Unfurnished,15
22607452,Delhi,Premium,1184,2,2,1,3,1,0,0,Semi-Furnished,10
14218168,Chennai,Mid,1824,4,3,4,4,1,0,1,Semi-Furnished,8
29355896,Delhi,Premium,1514,3,2,0,9,0,1,0,Semi-Furnished,9
14730478,Delhi,Mid,1095,2,1,1,3,1,0,0,Semi-Furnished,9
13978999,Hyderabad,Mid,1776,3,2,11,11,1,1,1,Unfurnished,14
42596374,Mumbai,Mid,1940,4,4,4,6,1,1,0,Fully Furnished,6
19783963,Mumbai,Budget,1424,3,2,4,5,1,1,1,Semi-Furnished,7
3442249,Delhi,Budget,359,1,1,6,14,1,1,1,Semi-Furnished,11
57743659,Mumbai,Mid,2636,5,5,6,7,1,1,1,Fully Furnished,7
26393089,Mumbai,Premium,895,2,1,4,5,1,1,1,Semi-Furnished,10
11806811,Delhi,Budget,1455,3,2,5,18,1,1,1,Unfurnished,7
5597062,Kolkata,Budget,1278,3,3,1,5,1,0,1,Fully Furnished,5
6991091,Hyderabad,Budget,1106,2,1,16,17,1,1,1,Fully Furnished,7
13208140,Hyderabad,Premium,1138,2,2,2,7,0,1,0,Semi-Furnished,9
18277344,Delhi,Budget,2101,4,4,0,3,1,1,0,Semi-Furnished,8
5665704,Noida,Mid,807,2,2,9,9,1,1,1,Semi-Furnished,5
10789569,Bangalore,Budget,1572,3,2,2,4,1,0,0,Semi-Furnished,11
16710564,Mumbai,Budget,1299,3,2,0,3,1,0,0,Semi-Furnished,6
10791965,Chennai,Mid,1506,3,3,0,2,1,0,1,Unfurnished,7
19576472,Mumbai,Budget,1524,3,3,3,4,0,1,0,Semi-Furnished,4
11129380,Bangalore,Mid,1037,2,2,0,12,1,1,0,Semi-Furnished,5
5900477,Hyderabad,Budget,1064,2,1,1,16,1,1,1,Semi-Furnished,7
10608139,Ahmedabad,Mid,1999,4,3,10,17,1,1,1,Unfurnished,4
7350216,Hyderabad,Budget,1264,3,3,4,4,1,1,0,Semi-Furnished,7
11384083,Pune,Premium,1064,2,1,6,10,0,1,1,Unfurnished,7
6574758,Jaipur,Budget,2011,4,3,2,4,1,1,0,Semi-Furnished,10
31204949,Mumbai,Mid,1391,3,3,9,9,1,1,1,Fully Furnished,7
5645814,Delhi,Mid,311,1,1,14,19,1,1,0,Fully Furnished,10
27733292,Bangalore,Mid,2684,5,4,1,2,0,1,0,Semi-Furnished,5
11339299,Bangalore,Budget,1647,3,3,0,24,1,1,0,Semi-Furnished,12
16173476,Bangalore,Premium,1084,2,1,6,15,1,1,0,Unfurnished,7
5364322,Ahmedabad,Mid,918,2,1,11,13,1,1,0,Semi-Furnished,4
9028553,Pune,Mid,1197,3,2,9,11,0,1,1,Unfurnished,12
9555764,Hyderabad,Budget,1591,3,3,10,13,0,1,0,Fully Furnished,7
20011095,Delhi,Premium,1044,2,1,10,24,1,1,0,Semi-Furnished,5
8209980,Kolkata,Premium,955,2,1,8,13,1,1,0,Unfurnished,6
7277451,Noida,Mid,1134,2,1,0,5,0,1,0,Semi-Furnished,9
9757850,Kolkata,Mid,1601,3,2,0,9,1,1,1,Semi-Furnished,5
19039764,Mumbai,Mid,1021,2,1,0,5,0,1,0,Semi-Furnished,19
7106727,Chennai,Mid,1004,2,2,20,24,0,1,0,Unfurnished,4
21071344,Mumbai,Budget,1506,3,2,19,20,1,1,1,Semi-Furnished,7
12739224,Delhi,Budget,1581,3,3,5,8,0,0,0,Unfurnished,7
24946227,Mumbai,Mid,1397,3,2,8,13,0,1,0,Unfurnished,2
12895932,Hyderabad,Premium,1051,2,2,17,20,1,1,0,Semi-Furnished,5
7161368,Chennai,Mid,889,2,2,4,4,1,1,0,Semi-Furnished,3
36848357,Mumbai,Premium,1160,2,1,3,8,1,1,1,Fully Furnished,6
17890773,Bangalore,Budget,2563,5,5,4,7,1,1,0,Semi-Furnished,11
13452349,Bangalore,Mid,1417,3,2,2,13,0,1,0,Unfurnished,10
10366746,Bangalore,Mid,1009,2,2,4,5,1,1,1,Unfurnished,9
18033233,Mumbai,Mid,897,2,1,6,11,1,1,0,Unfurnished,6
13110919,Bangalore,Budget,1680,3,2,4,6,1,1,0,Fully Furnished,2
20923245,Pune,Premium,1694,3,2,2,2,0,0,0,Fully Furnished,11
32328677,Mumbai,Mid,1583,3,2,2,2,1,0,0,Semi-Furnished,4
67990630,Mumbai,Premium,2186,4,4,2,2,0,0,0,Fully Furnished,7
9801526,Bangalore,Budget,1518,3,2,1,2,1,0,0,Unfurnished,8
7226136,Noida,Budget,1591,3,2,5,7,1,1,0,Semi-Furnished,5
15401984,Chennai,Mid,2146,4,3,4,10,1,1,0,Unfurnished,14
12912392,Chennai,Mid,1499,3,3,2,3,1,0,0,Fully Furnished,10
9619301,Bangalore,Budget,1508,3,2,0,9,1,1,1,Unfurnished,6
23848971,Hyderabad,Mid,2612,5,5,9,9,0,1,1,Fully Furnished,7
21146298,Mumbai,Mid,1077,2,2,2,3,0,0,0,Semi-Furnished,7
7783497,Chennai,Mid,909,2,1,1,6,1,1,0,Fully Furnished,11
11291283,Noida,Mid,1737,4,4,2,13,0,1,0,Semi-Furnished,12
